2023-11-24 22:49:21,783 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Current SDK version is 0.16.0
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Configure stats pid to 78642
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Loading settings from /Users/sudharsansundar/.config/wandb/settings
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Loading settings from /Users/sudharsansundar/PycharmProjects/CS221_Milestone/venv/wandb/settings
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'together_eval_script.py', 'program_abspath': '/Users/sudharsansundar/PycharmProjects/CS221_Milestone/venv/together_eval_script.py', 'program': '/Users/sudharsansundar/PycharmProjects/CS221_Milestone/venv/together_eval_script.py'}
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2023-11-24 22:49:21,784 INFO    MainThread:78642 [wandb_init.py:_log_setup():524] Logging user logs to /Users/sudharsansundar/PycharmProjects/CS221_Milestone/venv/wandb/run-20231124_224921-u6t22sxn/logs/debug.log
2023-11-24 22:49:21,785 INFO    MainThread:78642 [wandb_init.py:_log_setup():525] Logging internal logs to /Users/sudharsansundar/PycharmProjects/CS221_Milestone/venv/wandb/run-20231124_224921-u6t22sxn/logs/debug-internal.log
2023-11-24 22:49:21,785 INFO    MainThread:78642 [wandb_init.py:init():564] calling init triggers
2023-11-24 22:49:21,785 INFO    MainThread:78642 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {'data': 'ARC eval', 'portion': 1, 'default model': 'togethercomputer/llama-2-13b'}
2023-11-24 22:49:21,785 INFO    MainThread:78642 [wandb_init.py:init():614] starting backend
2023-11-24 22:49:21,785 INFO    MainThread:78642 [wandb_init.py:init():618] setting up manager
2023-11-24 22:49:21,789 INFO    MainThread:78642 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-11-24 22:49:21,792 INFO    MainThread:78642 [wandb_init.py:init():624] backend started and connected
2023-11-24 22:49:21,798 INFO    MainThread:78642 [wandb_init.py:init():716] updated telemetry
2023-11-24 22:49:21,799 INFO    MainThread:78642 [wandb_init.py:init():749] communicating run to backend with 90.0 second timeout
2023-11-24 22:49:22,040 INFO    MainThread:78642 [wandb_run.py:_on_init():2254] communicating current version
2023-11-24 22:49:22,174 INFO    MainThread:78642 [wandb_run.py:_on_init():2263] got version response 
2023-11-24 22:49:22,174 INFO    MainThread:78642 [wandb_init.py:init():800] starting run threads in backend
2023-11-24 22:49:22,217 INFO    MainThread:78642 [wandb_run.py:_console_start():2233] atexit reg
2023-11-24 22:49:22,217 INFO    MainThread:78642 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2023-11-24 22:49:22,218 INFO    MainThread:78642 [wandb_run.py:_redirect():2153] Wrapping output streams.
2023-11-24 22:49:22,218 INFO    MainThread:78642 [wandb_run.py:_redirect():2178] Redirects installed.
2023-11-24 22:49:22,219 INFO    MainThread:78642 [wandb_init.py:init():841] run started, returning control to user process
2023-11-24 22:49:22,669 INFO    MainThread:78642 [wandb_run.py:_finish():1962] finishing run testtesttesttesttesttesttesttest/together-llama13Braw-ARC-ft/u6t22sxn
2023-11-24 22:49:22,669 INFO    MainThread:78642 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2023-11-24 22:49:22,670 INFO    MainThread:78642 [wandb_run.py:_restore():2185] restore
2023-11-24 22:49:22,670 INFO    MainThread:78642 [wandb_run.py:_restore():2191] restore done
2023-11-24 22:49:26,770 INFO    MainThread:78642 [wandb_run.py:_footer_history_summary_info():3760] rendering history
2023-11-24 22:49:26,770 INFO    MainThread:78642 [wandb_run.py:_footer_history_summary_info():3792] rendering summary
2023-11-24 22:49:26,780 INFO    MainThread:78642 [wandb_run.py:_footer_sync_info():3719] logging synced files
